Study,SampleName,location,age_months,lifestyle,study_accession,BioSample,NCBI_SampleName,SRA
Kamngona2019,411.Family3133.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,456.Family3145.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,534.Family3169.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,578.Family3180.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,738.Family3220.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,797.Family3232.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1051.Family3288.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,1223.Family3323.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,1260.Family3334.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,1294.Family3342.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,1313.Family3346.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,1329.Family3349.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,162.Family3054.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,1789.Family4054.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,205.Family3068.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2264.Family8004.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2336.Family8041.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2354.Family8050.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2368.Family8061.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2397.Family8076.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2411.Family8081.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2447.Family8097.Child2.18M,Malawi,18,Transitional,,,,
Kamngona2019,245.Family3084.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2653.Family8184.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2687.Family8194.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2701.Family8198.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2704.Family8199.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2710.Family8201.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,282.Family3095.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2834.Family8239.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2851.Family8244.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2856.Family8245.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,2876.Family8253.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,297.Family3099.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,342.Family3113.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,376.Family3122.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,490.Family3155.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,498.Family3158.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,521.Family3164.Child2.18M,Malawi,18,Transitional,,,,
Kamngona2019,553.Family3174.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,557.Family3175.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,571.Family3178.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,766.Family3225.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,776.Family3227.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,855.Family3244.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,877.Family3250.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,930.Family3260.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,992.Family3275.Child1.18M,Malawi,18,Transitional,,,,
Kamngona2019,1003.Family3277.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1054.Family3289.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1076.Family3293.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1094.Family3297.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1099.Family3298.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1105.Family3299.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1142.Family3306.Child2.12M,Malawi,12,Transitional,,,,
Kamngona2019,1151.Family3308.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1194.Family3318.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1200.Family3319.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1233.Family3326.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1236.Family3327.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1277.Family3339.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1318.Family3347.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1378.Family3364.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1383.Family3365.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1425.Family3373.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1460.Family3379.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1489.Family3384.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1517.Family3390.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1522.Family3391.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1603.Family4009.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1701.Family4030.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1707.Family4031.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1759.Family4045.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1763.Family4047.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1817.Family4060.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1897.Family4075.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1909.Family4077.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1923.Family4080.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1965.Family4089.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2015.Family4099.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2035.Family4103.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2037.Family4104.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2065.Family4110.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2070.Family4111.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2103.Family4118.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2115.Family4120.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2164.Family4129.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2180.Family4133.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2186.Family4134.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2205.Family4139.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2216.Family4141.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2621.Family8174.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2658.Family8186.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2667.Family8189.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2692.Family8196.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2711.Family8203.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2729.Family8208.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2745.Family8214.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2763.Family8218.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2781.Family8223.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2816.Family8233.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2830.Family8238.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2845.Family8243.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2892.Family8259.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2900.Family8262.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2968.Family8278.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,3039.Family8298.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,3051.Family8300.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,3101.Family8313.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,759.Family3224.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,810.Family3235.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,982.Family3273.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1014.Family3279.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1034.Family3284.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1043.Family3286.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,106.Family3039.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1062.Family3290.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1114.Family3300.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,112.Family3041.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1123.Family3303.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1161.Family3310.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1174.Family3313.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1185.Family3316.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1191.Family3317.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1208.Family3320.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1219.Family3322.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1249.Family3330.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1255.Family3331.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,127.Family3045.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1284.Family3340.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1290.Family3341.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1316.Family3346.Child2.30M,Malawi,30,Transitional,,,,
Kamngona2019,1326.Family3348.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1397.Family3367.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1408.Family3369.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1457.Family3378.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,146.Family3050.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1497.Family3385.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,150.Family3051.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1531.Family3397.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,155.Family3052.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1551.Family3401.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1561.Family3403.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1591.Family4006.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1596.Family4007.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,160.Family3053.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1600.Family4008.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1616.Family4012.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1634.Family4016.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1648.Family4019.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1657.Family4021.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1672.Family4024.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1677.Family4025.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1687.Family4027.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,173.Family3058.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1797.Family4055.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,182.Family3060.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1826.Family4061.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1843.Family4064.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1906.Family4076.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1921.Family4079.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1936.Family4082.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1947.Family4085.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1953.Family4086.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,196.Family3064.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1963.Family4088.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1972.Family4090.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,1978.Family4091.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2027.Family4101.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2056.Family4107.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2078.Family4112.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2084.Family4113.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2095.Family4115.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2100.Family4117.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2121.Family4121.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2143.Family4125.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2149.Family4126.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,216.Family3071.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2161.Family4128.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2171.Family4131.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,219.Family3072.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2213.Family4140.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2224.Family4142.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2236.Family4144.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2268.Family8005.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2272.Family8006.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2285.Family8012.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2291.Family8014.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2293.Family8016.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2311.Family8031.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2315.Family8032.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2333.Family8039.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2341.Family8043.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2360.Family8055.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2366.Family8058.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2372.Family8063.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2378.Family8067.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,238.Family3082.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2389.Family8073.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2401.Family8078.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2409.Family8080.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,242.Family3083.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2426.Family8091.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2441.Family8096.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2485.Family8118.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2487.Family8119.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2501.Family8127.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2518.Family8131.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2521.Family8132.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2563.Family8144.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2573.Family8146.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2579.Family8153.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2582.Family8154.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2597.Family8165.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,260.Family3088.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2602.Family8168.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2633.Family8176.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2637.Family8177.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2640.Family8180.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2656.Family8185.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2680.Family8192.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2684.Family8193.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2698.Family8197.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2725.Family8206.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2728.Family8207.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2732.Family8209.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2774.Family8220.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2798.Family8226.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2807.Family8228.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2813.Family8232.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2838.Family8241.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2912.Family8264.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2918.Family8267.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2923.Family8268.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2955.Family8275.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2984.Family8281.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2991.Family8284.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,2997.Family8285.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,30.Family3009.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,3003.Family8288.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,3013.Family8291.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,3027.Family8294.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,3031.Family8295.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,3048.Family8299.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,3059.Family8301.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,3081.Family8308.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,3086.Family8309.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,3114.Family8315.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,3125.Family8317.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,3142.Family8328.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,333.Family3110.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,353.Family3116.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,356.Family3117.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,36.Family3011.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,390.Family3125.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,405.Family3131.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,416.Family3135.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,430.Family3138.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,451.Family3143.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,479.Family3151.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,485.Family3153.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,512.Family3162.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,516.Family3163.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,523.Family3165.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,525.Family3167.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,538.Family3170.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,594.Family3183.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,607.Family3186.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,633.Family3194.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,656.Family3200.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,667.Family3203.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,699.Family3211.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,7.Family3002.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,731.Family3218.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,735.Family3219.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,752.Family3222.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,79.Family3026.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,808.Family3234.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,817.Family3236.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,84.Family3027.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,851.Family3243.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,862.Family3247.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,868.Family3248.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,884.Family3251.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,894.Family3253.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,904.Family3255.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,909.Family3256.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,914.Family3257.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,946.Family3263.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,96.Family3034.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,965.Family3267.Child1.30M,Malawi,30,Transitional,,,,
Kamngona2019,12.Family3005.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,121.Family3044.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,132.Family3047.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,138.Family3049.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1575.Family4001.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1584.Family4005.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1624.Family4014.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,165.Family3055.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1650.Family4020.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,1746.Family4041.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,186.Family3062.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,202.Family3067.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,208.Family3069.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2275.Family8008.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2279.Family8011.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2299.Family8023.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2306.Family8030.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2324.Family8034.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2328.Family8038.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2343.Family8044.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2350.Family8046.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2403.Family8079.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2418.Family8084.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2421.Family8088.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2437.Family8095.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2452.Family8100.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2481.Family8115.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,249.Family3085.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,251.Family3086.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2532.Family8137.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2545.Family8140.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2550.Family8141.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2605.Family8169.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,261.Family3090.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2626.Family8175.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,2641.Family8181.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,269.Family3092.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,285.Family3096.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,300.Family3100.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,323.Family3107.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,344.Family3114.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,380.Family3123.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,391.Family3127.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,42.Family3014.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,46.Family3015.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,462.Family3147.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,481.Family3152.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,50.Family3016.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,501.Family3159.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,518.Family3164.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,530.Family3168.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,541.Family3171.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,549.Family3173.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,574.Family3179.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,582.Family3181.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,609.Family3187.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,612.Family3188.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,647.Family3199.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,67.Family3023.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,673.Family3205.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,679.Family3207.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,684.Family3208.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,687.Family3209.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,707.Family3213.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,709.Family3214.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,743.Family3221.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,771.Family3226.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,801.Family3233.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,820.Family3237.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,824.Family3238.Child1.12M,Malawi,12,Transitional,,,,
