Study,SampleName,location,age_months,lifestyle,study_accession,BioSample,NCBI_SampleName,SRA
Sprockett2020,121.BF162A,Bolivia (Tsimane),10.7,Non-industrialized,,,,
Sprockett2020,252.BF90A,Bolivia (Tsimane),0.2,Non-industrialized,,,,
Sprockett2020,162.BF161A,Bolivia (Tsimane),12.8,Non-industrialized,,,,
Sprockett2020,246.BF125A,Bolivia (Tsimane),4,Non-industrialized,,,,
Sprockett2020,238.BF142A,Bolivia (Tsimane),14.4,Non-industrialized,,,,
Sprockett2020,232.BF112A,Bolivia (Tsimane),8.3,Non-industrialized,,,,
Sprockett2020,229.BF64A,Bolivia (Tsimane),1.5,Non-industrialized,,,,
Sprockett2020,223.BF120A,Bolivia (Tsimane),8,Non-industrialized,,,,
Sprockett2020,180.BF119A,Bolivia (Tsimane),1.9,Non-industrialized,,,,
Sprockett2020,175.BF93A,Bolivia (Tsimane),3,Non-industrialized,,,,
Sprockett2020,170.BF146A,Bolivia (Tsimane),3.1,Non-industrialized,,,,
Sprockett2020,297.BF132A,Bolivia (Tsimane),11.2,Non-industrialized,,,,
Sprockett2020,217.BF118A,Bolivia (Tsimane),11.3,Non-industrialized,,,,
Sprockett2020,212.BF39A,Bolivia (Tsimane),6.7,Non-industrialized,,,,
Sprockett2020,203.BF149A,Bolivia (Tsimane),6.3,Non-industrialized,,,,
Sprockett2020,197.BF97A,Bolivia (Tsimane),13.6,Non-industrialized,,,,
Sprockett2020,191.BF141A,Bolivia (Tsimane),3.8,Non-industrialized,,,,
Sprockett2020,290.BF134A,Bolivia (Tsimane),7.6,Non-industrialized,,,,
Sprockett2020,283.BF153A,Bolivia (Tsimane),2.4,Non-industrialized,,,,
Sprockett2020,277.BF108A,Bolivia (Tsimane),13.5,Non-industrialized,,,,
Sprockett2020,271.BF143A,Bolivia (Tsimane),6.9,Non-industrialized,,,,
Sprockett2020,265.BF106A,Bolivia (Tsimane),10.1,Non-industrialized,,,,
Sprockett2020,259.BF144A,Bolivia (Tsimane),6.5,Non-industrialized,,,,
Sprockett2020,307.BF158A,Bolivia (Tsimane),12.3,Non-industrialized,,,,
Sprockett2020,366.117951,Bolivia (Tsimane),12.2,Non-industrialized,,,,
Sprockett2020,317.BF31A,Bolivia (Tsimane),19.3,Non-industrialized,,,,
Sprockett2020,480.BF163A,Bolivia (Tsimane),9.2,Non-industrialized,,,,
Sprockett2020,315.BF15A,Bolivia (Tsimane),10,Non-industrialized,,,,
Sprockett2020,313.BF67A,Bolivia (Tsimane),6.4,Non-industrialized,,,,
